[INFO] Detected languages: ['ca', 'da', 'de', 'en', 'es', 'fi', 'fr', 'is', 'it', 'nl', 'nr', 'pt', 'ro', 'sv']
Dev accuracy (K=8): 0.955

Confusion Matrix (Dev set):
true\pred    ca    da    de    en    es    fi    fr    is    it    nl    nr    pt    ro    sv
ca          23     0     0     0     0     0     0     0     0     0     0     0     0     0
da           0   268     0     0     0     0     0     0     0     0    41     1     0     2
de           0     0    56     0     0     0     0     0     0     0     0     0     0     0
en           3     1     0   494     1     0     1     0     1     2     1     0     0     0
es           1     0     0     0   462     0     0     0     0     0     0     3     0     1
fi           1     0     0     0     0   216     0     0     0     0     0     0     0     0
fr           7     0     0     1     0     0   528     0     2     1     0     2     4     1
is           0     0     0     0     0     0     0    17     0     0     0     0     0     0
it           1     0     0     0     4     0     0     0    97     0     0     3     0     0
nl           0     0     9     0     0     0     1     0     0   348     1     0     0     0
nr           0    46     0     0     0     0     0     0     0     2   256     0     0     1
pt           2     0     0     1     7     0     6     0     2     0     0   261     0     0
ro           0     0     0     0     0     0     0     0     0     0     0     0   135     0
sv           0     0     0     1     0     0     0     0     0     0     3     0     0   374

True  Pred        ca       da       de       en       es       fi       fr       is       it       nl       nr       pt       ro       sv  Sentence
it   es     -105.0   -113.4   -125.7   -106.2    -98.0   -147.4   -100.1   -152.0    -99.4   -117.4   -113.5    -98.4   -105.6   -117.7  I bambini giocano nel parco verde.
it   it     -118.8   -130.0   -127.6   -113.9   -117.5   -149.8   -114.1   -160.8   -107.6   -130.6   -128.8   -111.5   -112.6   -133.8  Il treno arriva alla stazione centrale.
it   it      -88.4   -113.3   -110.0   -100.1   -108.4   -102.0    -92.7   -127.8    -83.7   -105.6   -106.7    -92.4    -94.2   -109.6  Questa mattina piove in città.
it   it      -91.8   -111.8   -101.1    -98.4    -98.3   -122.1    -95.1   -128.8    -84.4   -109.0   -113.6    -89.4    -96.1   -107.5  Il museo è vicino al fiume.
it   pt      -86.8   -115.4   -108.2   -112.8   -102.6   -113.8    -89.2   -136.2    -89.2   -113.7   -115.9    -86.1    -95.3   -109.0  Lei lavora all'ospedale locale.
it   it     -124.2   -142.5   -148.0   -126.6   -128.9   -190.7   -120.5   -176.9   -112.5   -136.4   -141.7   -121.1   -122.0   -137.0  Abbiamo incontrato amici al caffè.
it   pt      -93.0   -100.7    -95.6    -91.7    -93.4   -109.1    -90.2   -150.8    -92.4   -101.2    -99.8    -90.1    -93.0   -100.6  Il ristorante chiude alle nove.
nl   de     -135.8   -122.6   -108.8   -123.3   -159.5   -135.1   -132.9   -146.1   -164.2   -110.9   -123.8   -140.1   -147.7   -134.6  Het gezin eet avondeten in het kleine huis.
nl   da     -135.2    -95.1   -100.3   -105.3   -146.7   -122.8   -128.2   -138.1   -135.4   -100.7    -98.4   -118.8   -129.1   -105.9  De kinderen spelen in het groene park.
nl   en     -138.0   -122.3   -126.1   -118.2   -164.0   -157.0   -130.7   -145.0   -154.1   -120.9   -120.6   -139.6   -136.4   -135.7  De trein komt aan op het centraal station.
nl   da      -91.7    -78.8    -79.3    -93.6   -107.7   -122.6    -85.1   -114.9   -103.2    -81.8    -81.7    -92.5    -96.0    -85.5  Het regent vanmorgen in de stad.
nl   de     -120.6   -116.3    -94.9   -124.2   -151.4   -162.1   -113.5   -142.3   -131.4   -116.2   -121.0   -131.3   -119.6   -111.5  Het museum ligt dicht bij de rivier.
nl   de     -181.6   -139.3   -130.1   -146.9   -203.8   -161.0   -168.4   -174.5   -193.3   -133.5   -143.6   -169.9   -181.1   -153.4  Zij werkt in het plaatselijke ziekenhuis.
nl   nl     -110.4   -111.4   -110.7   -118.2   -124.2   -134.5   -107.1   -142.5   -120.7   -101.6   -108.3   -110.2   -125.9   -114.6  We ontmoetten vrienden in het café.
nl   de      -97.3   -101.6    -93.2   -101.1   -139.7   -125.7    -95.9   -111.5   -126.8   -100.8   -102.4   -107.5   -108.1   -109.3  Het restaurant sluit om negen uur.
nr   nr     -131.0   -111.9   -115.0   -119.8   -153.4   -143.5   -122.3   -148.7   -128.5   -126.7   -111.5   -126.7   -136.6   -113.6  Familien spiser middag i det lille huset.
nr   da     -116.4    -84.0    -95.6   -107.1   -121.2   -113.0   -110.6   -126.3   -117.7   -104.8    -85.2   -110.0   -119.3    -98.6  Barna leker i den grønne parken.
nr   da     -115.0   -100.1   -100.2   -110.1   -126.8   -125.2   -110.8   -128.2   -123.9   -113.8   -101.3   -111.1   -117.8   -104.6  Toget ankommer til sentralstasjonen.
nr   nr      -92.2    -78.9    -86.0    -84.8    -97.7   -107.1    -81.2   -102.2   -102.7    -80.1    -77.2    -94.6   -102.9    -84.4  I morges regnet det i byen.
nr   da      -84.2    -71.6    -71.7    -90.1    -97.7   -100.6    -84.0    -86.8    -88.9    -84.1    -74.5    -88.4    -97.0    -85.3  Museet ligger nær elven.
nr   sv     -138.6   -114.4   -117.1   -125.8   -156.6   -138.8   -130.0   -147.8   -153.0   -123.7   -119.4   -135.7   -142.8   -110.1  Hun jobber på det lokale sykehuset.
nr   da     -110.2    -89.2    -91.5   -107.0   -119.1   -106.4   -103.5   -120.5   -109.9   -102.4    -92.5   -107.9   -110.1    -90.1  Vi møtte venner på kafeen.
nr   da     -125.8    -88.4    -90.1   -101.3   -131.2   -108.9   -116.3   -110.9   -126.0    -93.8    -89.0   -108.3   -127.5    -96.3  Restauranten stenger klokken ni.
pt   ca      -89.9   -131.2   -134.9   -123.1    -93.0   -128.9    -98.6   -135.6   -108.5   -134.3   -125.9    -96.0   -119.7   -124.9  A família janta na casa pequena.
pt   pt     -107.9   -135.9   -131.2   -124.9   -115.8   -175.1    -98.2   -171.4   -126.3   -132.0   -134.1    -96.4   -129.0   -143.8  As crianças brincam no parque verde.
pt   pt     -112.2   -141.9   -142.1   -125.0   -122.8   -171.4   -104.8   -152.7   -119.8   -139.5   -135.7    -98.9   -124.9   -135.9  O trem chega à estação central.
pt   pt      -92.2   -101.0    -97.7    -93.5    -90.4   -106.5    -89.9   -135.5    -89.3   -104.1   -101.7    -70.7    -99.0    -97.3  Chove na cidade esta manhã.
pt   pt      -81.3   -102.2   -100.1    -84.6    -78.9    -96.2    -74.9   -117.2    -77.7    -96.0    -99.5    -72.7    -86.2    -95.7  O museu fica perto do rio.
pt   ca      -84.6   -110.2   -108.5    -99.6    -91.6   -121.8    -93.2   -122.8    -93.0   -109.1   -109.6    -90.7   -102.6   -100.9  Ela trabalha no hospital local.
pt   es      -87.0   -111.9   -112.9    -99.6    -84.8   -139.1    -87.3   -135.9    -98.0   -106.5   -106.5    -86.5    -96.5   -106.0  Encontramos amigos no café.
pt   fr      -98.9   -123.3   -119.7   -108.2   -109.6   -124.9    -96.5   -155.7   -110.7   -110.0   -117.9   -105.1   -123.0   -109.1  O restaurante fecha às nove horas.
ro   ro      -99.7   -122.6   -122.0   -116.0   -112.5   -134.4   -101.8   -148.5    -98.9   -130.1   -120.2    -99.0    -80.9   -117.6  Familia ia cina în casa mică.
ro   ro     -117.1   -129.0   -124.2   -128.1   -124.5   -144.9   -114.9   -165.3   -119.1   -126.5   -128.2   -115.1    -92.1   -131.6  Copiii se joacă în parcul verde.
ro   ro     -104.3   -118.5   -116.6   -118.9   -110.6   -141.7   -108.7   -139.5   -106.4   -128.0   -118.0   -109.1    -90.7   -121.1  Trenul sosește la gara centrală.
ro   ro     -172.3   -185.1   -178.5   -174.8   -181.3   -190.7   -167.9   -197.1   -176.8   -176.8   -181.0   -174.4   -107.0   -183.8  În această dimineață plouă în oraș.
ro   ro      -97.3   -111.0    -99.1   -104.0   -106.5   -115.4    -92.7   -131.6   -104.1   -101.5   -110.0    -88.5    -85.2   -114.5  Muzeul este aproape de râu.
ro   ro     -109.5   -128.3   -123.9   -116.9   -118.0   -136.5   -108.6   -141.2   -102.8   -121.1   -125.2   -103.2    -92.6   -121.4  Ea lucrează la spitalul local.
ro   ro     -137.6   -146.6   -155.4   -147.6   -158.7   -178.7   -124.3   -186.8   -142.4   -155.2   -148.3   -137.9   -110.6   -158.1  Ne-am întâlnit cu prieteni la cafenea.
ro   ro     -121.7   -140.4   -126.1   -130.9   -131.5   -140.9   -117.7   -164.1   -125.1   -138.4   -137.5   -118.8   -106.4   -140.6  Restaurantul se închide la ora nouă.
sv   sv     -127.5   -115.5   -113.5   -128.3   -151.0   -135.0   -128.8   -140.1   -138.1   -128.5   -112.2   -132.9   -142.2   -106.3  Familjen äter middag i det lilla huset.
sv   de     -113.1    -93.1    -85.1   -106.5   -120.1   -102.5   -111.0   -112.5   -118.4    -98.8    -92.0   -108.9   -117.4    -87.5  Barnen leker i den gröna parken.
sv   sv     -129.1   -124.6   -120.0   -130.7   -143.2   -153.6   -124.3   -158.0   -133.0   -128.3   -122.5   -137.3   -134.5   -108.4  Tåget anländer till centralstationen.
sv   nr      -93.3    -80.1    -87.9    -87.2    -96.7    -99.4    -80.4   -116.2    -89.9    -90.6    -79.5    -88.1    -92.4    -82.0  I morse regnade det i staden.
sv   de      -88.1    -85.3    -75.1    -97.2   -103.6   -103.1    -92.8   -106.6    -94.6    -90.7    -84.5    -94.8   -100.5    -81.7  Museet ligger nära floden.
sv   sv     -136.1   -117.4   -125.1   -122.9   -149.7   -134.6   -130.8   -130.5   -147.9   -126.0   -119.1   -136.6   -138.3   -107.4  Hon arbetar på det lokala sjukhuset.
sv   sv     -133.0   -125.1   -119.4   -135.4   -144.5   -145.9   -120.0   -167.8   -134.6   -128.9   -117.4   -130.9   -133.9    -98.2  Vi träffade vänner på caféet.
sv   de     -134.9   -113.0    -95.2   -117.4   -137.4   -122.8   -125.2   -133.7   -132.6   -105.2   -106.9   -117.7   -136.9   -101.2  Restaurangen stänger klockan nio.
